Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD
57,E9,FALSE,WH103_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.328,32.588,0.422,283.458,250.621,52.386
58,E10,FALSE,WH104_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.109,32.042,0.094,318.566,330.287,16.576
59,E11,FALSE,WH104_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.976,32.042,0.094,342.008,330.287,16.576
61,F1,FALSE,WH105_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.883,31.861,0.021,359.294,363.657,4.153
62,F2,FALSE,WH105_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.841,31.861,0.021,367.562,363.657,4.153
63,F3,FALSE,WH105_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.858,31.861,0.021,364.114,363.657,4.153
64,F4,FALSE,WH106_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.504,32.691,0.265,257.993,234.623,33.05
66,F6,FALSE,WH106_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.878,32.691,0.265,211.253,234.623,33.05
67,F7,FALSE,WH107_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.762,32.332,0.426,224.807,287.614,64.904
68,F8,FALSE,WH107_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.327,32.332,0.426,283.606,287.614,64.904
69,F9,FALSE,WH107_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.909,32.332,0.426,354.429,287.614,64.904
70,F10,FALSE,WH108_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.617,31.713,0.222,414.29,395.335,45.255
71,F11,FALSE,WH108_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.967,31.713,0.222,343.684,395.335,45.255
72,F12,FALSE,WH108_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.556,31.713,0.222,428.031,395.335,45.255
73,G1,FALSE,WH109_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.364,34.029,0.349,95.569,115.612,21.68
74,G2,FALSE,WH109_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.667,34.029,0.349,138.623,115.612,21.68
75,G3,FALSE,WH109_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.056,34.029,0.349,112.643,115.612,21.68
76,G4,FALSE,WH110_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.747,34.833,0.415,77.906,75.581,16.075
77,G5,FALSE,WH110_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.469,34.833,0.415,90.366,75.581,16.075
78,G6,FALSE,WH110_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,35.284,34.833,0.415,58.47,75.581,16.075
79,G7,FALSE,WH111_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.352,30.048,0.29,813.737,965.02,147.081
80,G8,FALSE,WH111_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.016,30.048,0.29,973.818,965.02,147.081
81,G9,FALSE,WH111_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.775,30.048,0.29,1107.504,965.02,147.081
83,G11,FALSE,WH112_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.752,29.771,0.027,1121.233,1109.784,16.191
84,G12,FALSE,WH112_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.791,29.771,0.027,1098.336,1109.784,16.191
86,H2,FALSE,WH021_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.407,30.134,0.386,790.342,924.228,189.344
87,H3,FALSE,WH021_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.86,30.134,0.386,1058.115,924.228,189.344
88,H4,FALSE,WH024_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.13,29.376,0.348,1562.88,1382.145,255.598
90,H6,FALSE,WH024_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.623,29.376,0.348,1201.41,1382.145,255.598
91,H7,FALSE,WH025_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.34,32.404,0.108,281.547,272.401,15.423
92,H8,FALSE,WH025_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.343,32.404,0.108,281.062,272.401,15.423
93,H9,FALSE,WH025_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.529,32.404,0.108,254.594,272.401,15.423
94,H10,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
95,H11,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
96,H12,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
