Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD
43,D7,FALSE,WH102_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.259,31.213,0.1,531.945,546.478,30.812
44,D8,FALSE,WH102_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.098,31.213,0.1,581.869,546.478,30.812
45,D9,FALSE,WH102_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.281,31.213,0.1,525.619,546.478,30.812
46,D10,FALSE,WH105_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.89,29.805,0.12,1140.844,1197.472,80.084
48,D12,FALSE,WH105_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.72,29.805,0.12,1254.1,1197.472,80.084
49,E1,FALSE,WH106_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.929,29.946,0.023,1116.075,1105.885,14.41
50,E2,FALSE,WH106_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.962,29.946,0.023,1095.695,1105.885,14.41
52,E4,FALSE,WH107_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.292,33.102,0.172,171.393,191.059,18.04
53,E5,FALSE,WH107_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.061,33.102,0.172,194.946,191.059,18.04
54,E6,FALSE,WH107_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.954,33.102,0.172,206.838,191.059,18.04
55,E7,FALSE,WH109_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.25,31.941,0.414,306.186,370.601,89.567
56,E8,FALSE,WH109_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.47,31.941,0.414,472.882,370.601,89.567
57,E9,FALSE,WH109_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.101,31.941,0.414,332.736,370.601,89.567
59,E11,FALSE,WH110_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.481,31.344,0.193,470.063,508.738,54.695
60,E12,FALSE,WH110_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.208,31.344,0.193,547.414,508.738,54.695
61,F1,FALSE,WH111_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.371,30.369,0.003,872.474,873.383,1.285
63,F3,FALSE,WH111_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.367,30.369,0.003,874.292,873.383,1.285
64,F4,FALSE,WH112_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.268,30.932,0.455,529.372,652.672,174.022
65,F5,FALSE,WH112_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.414,30.932,0.455,851.732,652.672,174.022
66,F6,FALSE,WH112_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.113,30.932,0.455,576.913,652.672,174.022
67,F7,FALSE,PH01_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.099,30.212,0.155,1015.395,955.882,80.72
68,F8,FALSE,PH01_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.148,30.212,0.155,988.249,955.882,80.72
69,F9,FALSE,PH01_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.389,30.212,0.155,864.003,955.882,80.72
70,F10,FALSE,PH02_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,
71,F11,FALSE,PH02_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,
72,F12,FALSE,PH02_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,
73,G1,FALSE,PH03_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.181,34.668,0.423,104.435,81.132,20.188
74,G2,FALSE,PH03_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.898,34.668,0.423,70.049,81.132,20.188
75,G3,FALSE,PH03_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.927,34.668,0.423,68.913,81.132,20.188
76,G4,FALSE,PH04_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.979,29.978,0.002,1085.305,1085.992,0.972
78,G6,FALSE,PH04_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.977,29.978,0.002,1086.68,1085.992,0.972
79,G7,FALSE,PH05_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.274,30.397,0.196,920.786,863.122,91.361
80,G8,FALSE,PH05_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.624,30.397,0.196,757.786,863.122,91.361
81,G9,FALSE,PH05_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.294,30.397,0.196,910.795,863.122,91.361
82,G10,FALSE,PH06_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.062,28.846,0.261,1809.52,2055.567,306.636
83,G11,FALSE,PH06_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,28.556,28.846,0.261,2399.093,2055.567,306.636
84,G12,FALSE,PH06_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,28.92,28.846,0.261,1958.089,2055.567,306.636
85,H1,FALSE,PH07_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.958,32.103,0.206,360.407,333.409,38.181
86,H2,FALSE,PH07_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.249,32.103,0.206,306.41,333.409,38.181
88,H4,FALSE,PH08_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.896,32.511,0.474,213.665,271.185,74.666
89,H5,FALSE,PH08_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.982,32.511,0.474,355.566,271.185,74.666
90,H6,FALSE,PH08_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.655,32.511,0.474,244.325,271.185,74.666
91,H7,FALSE,PH09_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.273,30.091,0.172,921.266,1023.185,96.81
92,H8,FALSE,PH09_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.933,30.091,0.172,1113.913,1023.185,96.81
93,H9,FALSE,PH09_1,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.066,30.091,0.172,1034.376,1023.185,96.81
94,H10,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
95,H11,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
96,H12,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
