Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD
34,C10,FALSE,WH070_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.533,32.526,0.044,293.306,294.619,7.591
35,C11,FALSE,WH070_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.479,32.526,0.044,302.781,294.619,7.591
36,C12,FALSE,WH070_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.566,32.526,0.044,287.771,294.619,7.591
37,D1,FALSE,WH071_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.634,33.426,0.221,154.601,175.5,22.727
38,D2,FALSE,WH071_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.194,33.426,0.221,199.696,175.5,22.727
39,D3,FALSE,WH071_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.449,33.426,0.221,172.204,175.5,22.727
40,D4,FALSE,WH072_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.049,30.993,0.388,695.564,731.255,167.811
41,D5,FALSE,WH072_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.349,30.993,0.388,584.16,731.255,167.811
42,D6,FALSE,WH072_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.58,30.993,0.388,914.04,731.255,167.811
43,D7,FALSE,WH073_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.933,30.879,0.047,744.237,768.065,21.035
44,D8,FALSE,WH073_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.861,30.879,0.047,775.899,768.065,21.035
45,D9,FALSE,WH073_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.843,30.879,0.047,784.059,768.065,21.035
46,D10,FALSE,WH074_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.428,32.689,0.253,311.84,269.794,39.863
47,D11,FALSE,WH074_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.932,32.689,0.253,232.549,269.794,39.863
48,D12,FALSE,WH074_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.708,32.689,0.253,264.993,269.794,39.863
49,E1,FALSE,WH076_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.603,33.583,0.498,157.441,163.772,47.306
50,E2,FALSE,WH076_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.07,33.583,0.498,119.95,163.772,47.306
51,E3,FALSE,WH076_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.076,33.583,0.498,213.925,163.772,47.306
52,E4,FALSE,WH077_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.992,33.202,0.297,224.636,200.261,34.471
54,E6,FALSE,WH077_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.412,33.202,0.297,175.886,200.261,34.471
55,E7,FALSE,WH078_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.826,34.715,0.167,77.294,82.688,8.262
56,E8,FALSE,WH078_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.798,34.715,0.167,78.572,82.688,8.262
57,E9,FALSE,WH078_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.523,34.715,0.167,92.2,82.688,8.262
58,E10,FALSE,WH079_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.284,31.177,0.151,606.69,646.823,56.757
59,E11,FALSE,WH079_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.07,31.177,0.151,686.957,646.823,56.757
62,F2,FALSE,WH082_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.264,32.848,0.826,343.153,258.516,119.695
63,F3,FALSE,WH082_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.432,32.848,0.826,173.879,258.516,119.695
64,F4,FALSE,WH084_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.036,33.095,0.239,218.973,212.874,28.838
65,F5,FALSE,WH084_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.891,33.095,0.239,238.174,212.874,28.838
66,F6,FALSE,WH084_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.359,33.095,0.239,181.474,212.874,28.838
67,F7,FALSE,WH085_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.804,34.507,0.324,78.272,94.158,17.997
68,F8,FALSE,WH085_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.162,34.507,0.324,113.704,94.158,17.997
69,F9,FALSE,WH085_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.555,34.507,0.324,90.497,94.158,17.997
70,F10,FALSE,WH086_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.048,29.303,0.226,2228.535,1932.638,261.217
71,F11,FALSE,WH086_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.479,29.303,0.226,1734.015,1932.638,261.217
72,F12,FALSE,WH086_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,29.381,29.303,0.226,1835.364,1932.638,261.217
73,G1,FALSE,WH087_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.558,33.776,0.308,161.62,143.533,25.578
74,G2,FALSE,WH087_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.993,33.776,0.308,125.447,143.533,25.578
76,G4,FALSE,WH088_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.843,33.167,0.404,244.964,206.54,45.764
77,G5,FALSE,WH088_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.62,33.167,0.404,155.911,206.54,45.764
78,G6,FALSE,WH088_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.038,33.167,0.404,218.745,206.54,45.764
79,G7,FALSE,WH089_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.368,34.557,0.267,100.851,90.918,14.048
80,G8,FALSE,WH089_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,34.746,34.557,0.267,80.984,90.918,14.048
83,G11,FALSE,WH090_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,30.669,30.866,0.279,867.741,778.616,126.042
84,G12,FALSE,WH090_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,31.064,30.866,0.279,689.491,778.616,126.042
85,H1,FALSE,WH091_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.222,32.445,0.2,351.562,310.25,36.92
86,H2,FALSE,WH091_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.502,32.445,0.2,298.71,310.25,36.92
87,H3,FALSE,WH091_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.61,32.445,0.2,280.479,310.25,36.92
88,H4,FALSE,WH093_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.957,33.126,0.274,229.252,209.445,31.75
89,H5,FALSE,WH093_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.979,33.126,0.274,226.259,209.445,31.75
90,H6,FALSE,WH093_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,33.443,33.126,0.274,172.824,209.445,31.75
91,H7,FALSE,WH094_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.644,32.685,0.201,274.99,269.71,30.963
92,H8,FALSE,WH094_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.508,32.685,0.201,297.693,269.71,30.963
93,H9,FALSE,WH094_2,FungiQuant,UNKNOWN,FAM,NFQ-MGB,32.904,32.685,0.201,236.446,269.71,30.963
94,H10,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
95,H11,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
96,H12,FALSE,NTC,FungiQuant,NTC,FAM,NFQ-MGB,Undetermined,,,,,
